userids,tweets,tokens,nodes,edges,avg_degrees,DENS,OUT,SS,IS,RIS,ABC,RBC,ACC,country,nsi
159212310,113753,1878644,91,601,13.2088,0.0734,0.811111,0.0159567275185936,0.1168785756607383,0.0003094131945683,0.9675967596759676,0.3823999999999999,0.8464419475655431,uk,0.4
1009955810611466241,69009,877329,39,76,3.8974,0.0513,0.473684,0.0073022312373225,0.0428991870076636,0.0004015238185581,0.9774977497749776,0.7411,0.9313358302122348,us,0.4
1133310385262514176,100654,1371349,85,304,7.1529,0.0426,0.75,0.0085192697768762,0.0345788855108641,0.0005830891592881,0.9747974797479748,0.5933999999999999,0.7852684144818977,au,0.4
3014384607,126222,2318350,100,998,19.96,0.1008,0.939394,0.034077079107505,0.0332132137965867,0.0020159746240049,0.9627962796279628,0.5473,0.9800249687890136,us,0.45
1296200801409540096,64731,906079,46,195,8.4783,0.0942,0.666667,0.0151453684922244,0.0410420288869678,0.0017670126988679,0.9297929792979298,0.1384999999999999,0.8651685393258427,us,0.34
1358886128934219777,28933,530041,58,161,5.5517,0.0487,0.54386,0.0100067613252197,0.0135984381222499,0.0001498354753597,0.9615961596159616,0.3556,0.9213483146067416,au,0.36
3244486423,157762,1363022,141,2004,28.4255,0.1015,0.885714,0.0206896551724137,0.0705972628286693,0.0007661704824748,0.9852985298529852,0.6126,0.9862671660424468,us,0.46
898744374774910977,259318,2423805,212,883,8.3302,0.0197,0.772512,0.0059499661933739,0.0365176342602935,0.0026520526584615,0.9774977497749776,0.3260999999999999,0.5043695380774033,us,0.33
1230037322441166849,91,944,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,us,0.38
4464028047,83111,930242,91,688,15.1209,0.084,0.766667,0.0192021636240703,0.0663098695521257,0.0012347383313802,0.9747974797479748,0.4729,0.920099875156055,us,0.41
1541445696557121541,71792,1150098,44,395,17.9545,0.2088,0.930233,0.040973630831643,0.0333705671520013,0.0015684189970558,0.9357935793579358,0.5719000000000001,0.9463171036204744,us,0.46
523702281,153090,2416741,72,318,8.8333,0.0622,0.915493,0.0100067613252197,0.1049760570357347,0.0004763240382181,0.9396939693969396,0.4068,0.5880149812734082,us,0.38
3416122175,46078,731816,48,240,10.0,0.1064,0.808511,0.0175794455713319,0.0337688071255815,0.0001421615486609,0.930993099309931,0.2905,0.7565543071161049,uk,0.37
