userids,tweets,tokens,nodes,edges,avg_degrees,DENS,OUT,SS,IS,RIS,ABC,RBC,ACC,country,type,alpha-6,alpha-8
1215480632006017026,38217,388321,32,118,7.375,0.119,0.5806450000000001,0.010141987829614603,0.06172719590492749,0.0004356863069401688,0.9243924392439244,0.31000000000000005,0.9288389513108615,us,urban,0.47,0.37
596206720,61249,1081891,34,72,4.2353,0.0642,0.606061,0.007978363759296822,0.04802968344778685,9.053588252325243e-05,0.9900990099009901,0.9599,0.9900124843945068,au,au,0.6,0.46
1389755143000891393,136454,1810511,116,2006,34.5862,0.1504,0.965217,0.037322515212981744,0.06300350645440152,0.0016165661298047874,0.976897689768977,0.727,0.8227215980024969,us,rural,0.6,0.47
15521984,35219,353233,28,61,4.3571,0.0807,0.5555559999999999,0.006896551724137931,0.019875088632677045,0.0,0.96999699969997,0.726,0.8926342072409488,us,rural,0.53,0.41
757943285780545537,36241,743784,45,187,8.3111,0.0944,0.863636,0.015821501014198783,0.017196196322593803,9.287449111906335e-05,0.9396939693969397,0.2107,0.9388264669163545,uk,urban,0.5,0.39
1398864062872580097,121346,2172086,115,472,8.2087,0.036,0.842105,0.03015551048005409,0.025897254086816313,0.0012870220984292624,0.9726972697269727,0.5755,0.8002496878901373,au,au,0.54,0.41
2692772878,44095,444963,38,156,8.2105,0.111,0.891892,0.008384043272481406,0.0058279020523928395,0.0,0.990999099909991,0.9063,0.9275905118601748,uk,urban,0.62,0.48
1320871614347677696,1022,21945,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,uk,urban,0.5,0.38
928482264,134463,2413078,171,582,6.807,0.02,0.8117650000000001,0.006355645706558485,0.017349664409973483,0.00034599655416012436,0.9900990099009901,0.6282,0.8352059925093633,au,au,0.55,0.41
1294059734006472704,51372,681515,80,1255,31.375,0.1986,1.0,0.04164976335361731,0.026346002544850564,0.002132611258745735,0.963996399639964,0.6975,0.8701622971285893,us,rural,0.6,0.48
1285001664,123254,1831305,94,200,4.2553,0.0229,0.763441,0.0035158891142663957,0.023117344807824926,0.0007300336913586403,0.9981998199819982,0.9816,0.968789013732834,au,au,0.62,0.47
1120482213676511232,48683,768957,50,209,8.36,0.0853,0.918367,0.036511156186612576,0.02981748953405923,0.0002056565348074919,0.966996699669967,0.6228,0.8951310861423221,au,au,0.58,0.44
902677775189909504,20755,263486,44,52,2.3636,0.0275,0.23255799999999993,0.006896551724137931,0.0,0.0,0.9906990699069907,0.9092,0.8926342072409488,us,urban,0.51,0.38
245198804,219544,3338248,230,871,7.5739,0.0165,0.80786,0.010818120351588911,0.03151340903130555,0.0010547477321166865,0.9807980798079808,0.5285,0.6104868913857678,au,au,0.49,0.37
736487768998707200,64701,611022,45,119,5.2889,0.0601,0.863636,0.011088573360378634,0.02486571542354278,0.0023895291538292432,0.981998199819982,0.8713,0.9001248439450686,uk,urban,0.61,0.46
1328835952740012034,85415,736299,86,1906,44.3256,0.2607,0.952941,0.06923597025016903,0.03850106359212456,0.0029842290934825643,0.9705970597059705,0.6991,0.9875156054931336,us,rural,0.62,0.5
388070230,44049,498672,32,157,9.8125,0.1583,0.83871,0.021906693711967542,0.06579312890348023,0.00015696881916706684,0.9102910291029103,0.21230000000000004,0.8389513108614233,us,urban,0.48,0.38
1004339048020959233,51352,859024,83,160,3.8554,0.0235,0.6219509999999999,0.02055442866801893,0.03125892397501773,0.0020720307194924425,0.9987998799879988,0.9815,0.9837702871410736,uk,urban,0.61,0.46
1123298036250226688,196473,2990835,118,1108,18.7797,0.0803,0.91453,0.02325895875591616,0.04554311190543257,0.0012074036399537906,0.9660966096609661,0.4082,0.19225967540574296,uk,rural,0.42,0.33
1403070056653860872,174401,2049964,113,731,12.9381,0.0578,0.919643,0.01176470588235294,0.09830893708779734,0.0005543207480191192,0.9777977797779778,0.4032,0.8614232209737828,us,urban,0.55,0.42
728280547609481218,13850,287793,17,59,6.9412,0.2169,0.5,0.030696416497633536,0.016374462133206414,0.00031582967845436257,0.8727872787278728,0.3768,0.9650436953807741,us,urban,0.46,0.37
121033412,175794,2198855,120,417,6.95,0.0292,0.865546,0.00581473968897904,0.04823754528765553,0.0002636399258212156,0.9894989498949895,0.6765,0.947565543071161,au,au,0.59,0.45
988399524,139244,1858701,102,655,12.8431,0.0636,0.70297,0.01636240703177823,0.05114566841179956,0.00029088060283171655,0.972997299729973,0.4999,0.8476903870162297,us,urban,0.52,0.39
1319752059202244609,131477,1954337,82,798,19.4634,0.1201,0.925926,0.04462474645030426,0.03157751595388187,0.0013592251698496755,0.9504950495049505,0.6213,0.9612983770287141,us,urban,0.59,0.46
1292305299647258624,28573,158901,123,216,3.5122,0.0144,0.12295100000000003,0.007302231237322515,0.031680475556807475,0.0001447351932965183,0.9822982298229823,0.2955,0.9737827715355806,au,au,0.4,0.3
1455925169000755202,37924,517242,40,83,4.15,0.0532,0.769231,0.0056795131845841776,0.01387623478674735,0.00037214431358564837,0.960996099609961,0.7696000000000001,0.7990012484394506,uk,urban,0.55,0.42
1255016035159334912,110662,1120685,65,222,6.8308,0.0534,0.796875,0.006220419202163624,0.056070245646071507,0.00038829128951853374,0.9711971197119712,0.6527000000000001,0.8377028714107366,us,urban,0.55,0.42
1014665430563106816,56605,918370,124,539,8.6935,0.0353,0.699187,0.02352941176470588,0.03496741231435704,9.974929528262807e-05,0.9771977197719772,0.27,0.7927590511860175,au,au,0.47,0.35
136398534,26520,432689,30,90,6.0,0.1034,0.5517240000000001,0.01271129141311697,0.024477188620049925,8.909041087860549e-05,0.9276927692769277,0.46409999999999996,0.7715355805243446,uk,rural,0.46,0.36
3140878290,55899,843653,45,98,4.3556,0.0495,0.6590910000000001,0.0039215686274509795,0.016693054112070557,0.0003368889076186497,0.9333933393339334,0.5226,0.5805243445692885,au,au,0.45,0.35
1290613652018458624,28609,385146,16,31,3.875,0.1292,0.46666699999999994,0.013793103448275862,0.06162423630200189,0.0003071803521904589,0.9357935793579358,0.6667000000000001,0.8052434456928839,us,rural,0.49,0.38
1291104484664455168,75285,1191248,42,444,21.1429,0.2578,1.0,0.04016227180527383,0.07658640350451176,0.0019415857174145475,0.9321932193219322,0.7644,0.8614232209737828,us,urban,0.61,0.49
1044626355252424704,58220,836528,65,500,15.3846,0.1202,0.9375,0.021095334685598374,0.04616475479102114,0.0012574780682289175,0.9651965196519652,0.5544,0.8102372034956304,us,rural,0.56,0.43
1251086369453223936,67914,1073852,40,111,5.55,0.0712,0.717949,0.010277214334009466,0.028444047283711985,0.00013232529039613477,0.9417941794179417,0.6039,0.6416978776529338,us,rural,0.49,0.38
1029035978118385664,101522,2016850,108,687,12.7222,0.0594,0.897196,0.00973630831643002,0.017052441405301447,0.001093422912462484,0.9795979597959796,0.5947,0.7852684144818977,au,au,0.55,0.42
1569545365405454337,70593,1324026,32,153,9.5625,0.1542,0.935484,0.03096686950642326,0.06136975124571406,0.001749337988676504,0.9708970897089709,0.9249,0.9363295880149812,au,au,0.64,0.5
1105622001140596736,142454,1529701,79,524,13.2658,0.085,0.8076920000000001,0.012981744421906692,0.05600808135751265,0.000202894861340077,0.9711971197119712,0.376,0.9625468164794008,us,urban,0.53,0.41
1483658684244762624,11066,141140,13,22,3.3846,0.141,0.166667,0.009601081812035159,0.016318125746699948,0.0,0.8286828682868287,0.25760000000000005,0.9463171036204744,us,rural,0.37,0.3
950176743297466369,207560,2959961,145,825,11.3793,0.0395,0.909722,0.0196078431372549,0.07579963672743872,0.001732838458683949,0.9873987398739874,0.6575,0.8689138576779026,au,au,0.59,0.45
39716567,740880,13570211,306,3708,24.2353,0.0397,0.95082,0.012981744421906692,0.07768010645634416,0.028284707099203648,0.9906990699069907,0.9458,0.8963795255930087,au,au,0.65,0.49
49699180,22146,378918,19,46,4.8421,0.1345,0.666667,0.019878296146044624,0.07395024914281274,0.00013569805756697767,0.8607860786078608,0.2974,0.7815230961298377,uk,rural,0.45,0.35
1077483881727590400,112933,594725,105,279,5.3143,0.0255,0.7019230000000001,0.0039215686274509795,0.03306945887929443,0.00045125744457559324,0.9936993699369937,0.9076,0.9151061173533084,au,au,0.59,0.45
1478669334201257984,39317,347034,33,101,6.1212,0.0956,0.8125,0.022041920216362403,0.02823230017580838,0.004540473223677817,0.8793879387938794,0.7112,0.8039950062421972,us,urban,0.54,0.42
2711933216,56661,886448,64,305,9.5312,0.0756,0.761905,0.019878296146044624,0.08722426738414617,0.0007833633687847201,0.9426942694269427,0.36760000000000004,0.7003745318352059,uk,urban,0.48,0.37
62806030,172942,2097604,79,768,19.443,0.1246,0.961538,0.02285327924273157,0.08666284615309898,0.0006419069282431328,0.9735973597359736,0.5343,0.9762796504369539,uk,rural,0.59,0.46
613291094,421579,6469515,295,1038,7.0373,0.012,0.731293,0.002298850574712643,0.05022874515555641,0.003148002206001262,0.993999399939994,0.9141,0.916354556803995,au,au,0.6,0.45
1066837873,53285,855909,42,93,4.4286,0.054,0.658537,0.007978363759296822,0.10396782998067078,0.0006759989058132204,0.975997599759976,0.7325999999999999,0.9151061173533084,uk,rural,0.57,0.43
1421418883928322051,16599,200994,9,9,2.0,0.125,0.25,0.0067613252197430695,0.024282925218303497,0.0,1.0,1.0,1.0,au,au,0.55,0.43
959672448,21209,274379,17,49,5.7647,0.1801,0.8125,0.02623394185260311,0.10172408769049954,0.00038575290028890983,0.8991899189918992,0.6436999999999999,0.6017478152309613,us,rural,0.51,0.41
1481101459752108032,22352,265670,13,39,6.0,0.25,0.833333,0.025016903313049354,0.01612386234495352,0.0031338177810005395,0.8757875787578758,0.8359,0.7990012484394506,us,urban,0.56,0.45
4121270003,59639,540718,89,855,19.2135,0.1092,0.784091,0.02542258282623394,0.0335337484094684,0.00170228377351255,0.9711971197119712,0.3771,0.920099875156055,us,rural,0.52,0.4
268513745,117179,2050429,102,594,11.6471,0.0577,0.831683,0.011359026369168355,0.07117228249783882,0.00019059072465759449,0.9717971797179717,0.4776,0.8252184769038702,uk,rural,0.53,0.41
1445002986758057987,7492,98019,12,62,10.3333,0.4697,0.909091,0.11710615280594995,0.02695404699231688,0.0004042619884215841,0.8316831683168316,0.783,0.6479400749063671,uk,urban,0.55,0.47
717694755661094912,187156,1713533,146,729,9.9863,0.0344,0.813793,0.010006761325219743,0.02694433382222956,0.0018849890390355258,0.9810981098109811,0.8422000000000001,0.8077403245942572,us,urban,0.58,0.44
1089997861230731275,244815,3752628,147,3716,50.5578,0.1731,0.979452,0.08695064232589586,0.0671918253960545,0.002188784872253153,0.9813981398139814,0.6735,0.9925093632958801,us,urban,0.63,0.49
1266645078254075904,35125,550520,22,40,3.6364,0.0866,0.666667,0.010277214334009466,0.08115936398162268,2.0777185916551185e-05,0.9807980798079808,0.9095,0.7765293383270911,us,urban,0.57,0.44
3308197298,156513,1886808,158,991,12.5443,0.04,0.802548,0.009601081812035159,0.015564383747923809,0.0004531612364978112,0.9738973897389739,0.43899999999999995,0.6142322097378277,au,au,0.48,0.36
1549729176,105655,1399153,72,228,6.3333,0.0446,0.732394,0.006626098715348207,0.011758763707711284,0.0,0.9726972697269727,0.7994,0.8114856429463171,us,urban,0.56,0.42
1000118365145399297,138470,2611993,148,3328,44.973,0.153,0.9319729999999999,0.04475997295469911,0.026153681777121598,0.007242047975720965,0.9810981098109811,0.6988,0.9837702871410736,uk,rural,0.61,0.48
789902625181470725,165131,2016443,96,514,10.7083,0.0564,0.642105,0.00878972278566599,0.05742620419026158,0.00032187010467670836,0.9771977197719772,0.6352,0.8926342072409488,us,urban,0.54,0.41
1278978612054589440,95279,928731,59,140,4.7458,0.0409,0.758621,0.006085192697768762,0.020178139539401473,0.00028080930852714397,0.9876987698769877,0.8013,0.8901373283395755,uk,urban,0.58,0.44
28126863,128572,1775887,98,417,8.5102,0.0439,0.680412,0.00878972278566599,0.04052140297028741,0.01491695007410275,0.9672967296729673,0.46230000000000004,0.6729088639200999,us,rural,0.47,0.36
16010771,219462,3396124,148,2271,30.6892,0.1044,0.7755099999999999,0.024070317782285328,0.042870047497401725,0.003352824362867535,0.9816981698169817,0.4909,0.9001248439450686,us,rural,0.54,0.42
1287220704220295168,42139,773678,71,465,13.0986,0.0936,0.757143,0.022041920216362403,0.023700135013064214,0.0011328149527296105,0.9642964296429642,0.483,0.8401997503121099,us,urban,0.52,0.4
1415392260326297676,9212,89487,20,52,5.2,0.1368,0.578947,0.010412440838404327,0.0058279020523928395,0.0,0.9105910591059105,0.6667000000000001,0.867665418227216,uk,urban,0.51,0.4
625472539,480734,7616766,244,4512,36.9836,0.0761,0.995885,0.023123732251521298,0.04439890046914611,0.035309464256148004,0.9795979597959796,0.8721,0.8064918851435705,au,au,0.62,0.48
1391676261324386306,202135,1543595,217,925,8.5253,0.0197,0.925926,0.0039215686274509795,0.024904568103892067,0.0,0.9690969096909691,0.8811,0.9937578027465668,us,urban,0.63,0.48
1302297055,21346,342161,13,22,3.3846,0.141,0.416667,0.012035158891142664,0.11121579749983002,0.00032007207897239136,0.9648964896489649,0.8485,0.8576779026217228,us,rural,0.54,0.42
1130661828659433473,353,5564,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,us,urban,0.5,0.38
1164718734411534338,162714,2073514,81,607,14.9877,0.0937,0.85,0.0196078431372549,0.09474226103173292,0.0008321568506430463,0.9636963696369637,0.5346,0.8576779026217228,us,urban,0.55,0.43
1505000494053294080,64308,537394,162,421,5.1975,0.0161,0.459627,0.02150101419878296,0.020980447388614223,0.00020791288078937984,0.9816981698169817,0.03059999999999996,0.9862671660424469,au,au,0.42,0.31
1326498311461855243,46579,395028,47,169,7.1915,0.0782,0.826087,0.009465855307640297,0.14958281934474954,0.002440602485273435,0.9525952595259526,0.3822,0.9225967540574282,us,urban,0.54,0.42
2363179478,135025,1985444,93,268,5.7634,0.0313,0.684783,0.00486815415821501,0.047536254407350924,0.0012843779429817374,0.9864986498649865,0.6926,0.9213483146067416,us,urban,0.56,0.42
427931259,79169,1601984,82,533,13.0,0.0802,0.938272,0.031372549019607836,0.026687906131924274,0.00016921419683960435,0.9795979597959796,0.6878,0.8776529338327091,au,au,0.59,0.45
1252567368,97245,699639,104,522,10.0385,0.0487,0.776699,0.013116970926301555,0.05886375336318514,0.000761975089164741,0.9705970597059705,0.27990000000000004,0.8289637952559301,us,urban,0.49,0.37
1589332016,101466,1918501,63,314,9.9683,0.0804,0.935484,0.020283975659229205,0.26096762600409895,0.004342948935846713,0.9162916291629163,0.5661,0.7390761548064919,uk,urban,0.57,0.44
1054210374,37420,661618,37,129,6.973,0.0968,0.861111,0.033536173089925625,0.04287393276543665,7.34487624312471e-05,0.9447944794479448,0.49050000000000005,0.8401997503121099,au,au,0.54,0.41
1389824269,66717,708566,59,228,7.7288,0.0666,0.741379,0.008654496281271129,0.04040678756325702,0.00018579598944608268,0.9606960696069606,0.27549999999999997,0.9538077403245943,us,urban,0.5,0.38
453457546,69430,1102413,54,145,5.3704,0.0507,0.45283000000000007,0.007167004732927654,0.05495323108602955,0.0004890394879702268,0.9693969396939695,0.7,0.818976279650437,uk,urban,0.5,0.38
1488175877091471370,22923,401489,20,125,12.5,0.3289,0.842105,0.0861392832995267,0.026258584014064668,0.0,0.9723972397239724,0.9606,0.8464419475655431,us,urban,0.62,0.51
1344217863561867264,83312,995987,53,219,8.2642,0.0795,0.942308,0.012440838404327248,0.23302477829689275,0.0002734056732740742,0.9225922592259226,0.5567,0.5655430711610487,uk,rural,0.54,0.41
722432916496719873,127413,1808218,96,3202,66.7083,0.3511,0.968421,0.09411764705882351,0.0976095888415102,0.005406792562702886,0.978997899789979,0.8239,0.9600499375780275,us,rural,0.65,0.53
168824958,49762,677626,58,664,22.8966,0.2008,0.964912,0.03434753211629479,0.04897186094625703,0.0006031612370854013,0.9570957095709571,0.692,0.9975031210986267,uk,rural,0.62,0.49
87785750,38332,548574,32,57,3.5625,0.0575,0.45161299999999993,0.007302231237322515,0.018130603284994124,0.00013082105974154284,0.9840984098409841,0.8425,0.9113607990012484,us,urban,0.54,0.41
1354868995292332032,49817,678785,40,86,4.3,0.0551,0.538462,0.005949966193373901,0.058925917651744,0.0,0.9714971497149715,0.7267,0.8514357053682896,us,urban,0.53,0.4
1160198537176653824,32926,352718,123,1694,27.5447,0.1129,0.934426,0.028938471940500334,0.0294386759006537,0.0007255327511968534,0.9753975397539754,0.3729,0.920099875156055,us,urban,0.54,0.42
1498987807,37420,424524,36,262,14.5556,0.2079,0.9142859999999999,0.027856659905341447,0.033912562042873934,0.0006252781284286984,0.9546954695469547,0.6225,0.9737827715355806,us,urban,0.59,0.47
1303560840621314048,120640,1060470,159,953,11.9874,0.0379,0.93038,0.007978363759296822,0.030165221023185335,0.008076484675949876,0.9555955595559555,0.6146,0.8838951310861424,us,rural,0.57,0.43
1430447943513899008,30574,258322,29,40,2.7586,0.0493,0.21428599999999998,0.0029749830966869506,0.006556389808941945,0.0,0.978097809780978,0.7877000000000001,0.9101123595505618,au,au,0.48,0.37
1247572787134373894,37336,490974,28,61,4.3571,0.0807,0.5555559999999999,0.004462474645030426,0.023688479208959428,1.2374647494416513e-05,0.9420942094209421,0.47009999999999996,0.933832709113608,us,urban,0.49,0.38
4841081428,98217,861706,60,226,7.5333,0.0638,0.7288140000000001,0.007978363759296822,0.07721970219420513,0.0005381032612742998,0.96999699969997,0.4585,0.9538077403245943,us,urban,0.53,0.41
29742247,129928,1357284,64,151,4.7188,0.0375,0.47619,0.009060175794455713,0.08847338105737569,0.000787429492272914,0.9636963696369637,0.2641,0.951310861423221,us,urban,0.46,0.35
1306878936643563520,20439,408614,69,462,13.3913,0.0985,0.8823529999999999,0.03407707910750507,0.016092780200674093,0.0006613091533269709,0.9594959495949595,0.4196,0.8651685393258427,au,au,0.53,0.41
605758386,105383,1315127,57,181,6.3509,0.0567,0.642857,0.007707910750507099,0.04079531436674988,0.0012092956800740194,0.9660966096609661,0.618,0.8352059925093633,us,urban,0.52,0.4
117027069,100305,1384425,150,759,10.12,0.034,0.8389260000000001,0.02150101419878296,0.03649043738404903,0.0003839313709806149,0.9813981398139814,0.261,0.8314606741573034,au,au,0.5,0.38
908270682,96317,1074693,72,205,5.6944,0.0401,0.704225,0.007843137254901959,0.05421114489135819,0.000735686308115349,0.9762976297629763,0.5123,0.9088639200998752,uk,urban,0.53,0.4
1337849304183136257,11052,234718,14,57,8.1429,0.3132,0.769231,0.048140635564570655,0.04014841723893427,7.677452239413398e-05,0.8433843384338433,0.6934,0.9937578027465668,us,urban,0.56,0.46
29694441,209189,3073953,127,586,9.2283,0.0366,0.936508,0.010412440838404327,0.056507338300000966,0.00015204481413367603,0.9552955295529553,0.8623000000000001,0.7253433208489388,au,au,0.59,0.45
711136663213199360,238046,3879536,136,1627,23.9265,0.0886,0.948148,0.032589587559161595,0.07262343010888464,0.0051135851030773465,0.9798979897989799,0.7374,0.9987515605493134,au,au,0.63,0.48
380077844,56307,800842,36,195,10.8333,0.1548,0.9142859999999999,0.01757944557133198,0.027665051042708808,0.0005565770940010071,0.924992499249925,0.5789,0.5730337078651686,us,rural,0.51,0.4
757072142,155988,1916681,111,568,10.2342,0.0465,0.836364,0.00878972278566599,0.11674064864549843,0.0011122728028528392,0.9813981398139814,0.5971,0.8401997503121099,au,au,0.56,0.43
73153145,183512,2684459,94,579,12.3191,0.0662,0.795699,0.016091954022988506,0.042370790554913405,0.002228270926936191,0.9555955595559555,0.5945,0.9700374531835206,us,rural,0.56,0.43
347070609,215175,3169005,124,492,7.9355,0.0323,0.772358,0.009601081812035159,0.049030139966780954,9.62472582899062e-05,0.9915991599159916,0.7168,0.9675405742821473,au,au,0.58,0.44
1673451416,95731,1447493,60,296,9.8667,0.0836,0.779661,0.014874915483434751,0.017545870445737376,0.0,0.9828982898289829,0.7332000000000001,0.8901373283395755,us,urban,0.57,0.44
481667829,60637,821172,92,229,4.9783,0.0274,0.5274730000000001,0.0039215686274509795,0.051293308597126844,0.000557670011585984,0.9855985598559855,0.6506000000000001,0.9076154806491885,au,au,0.52,0.39
1153459197763153920,47697,747721,50,100,4.0,0.0408,0.55102,0.01176470588235294,0.03674103717230192,0.0007070001594602012,0.9831983198319832,0.74,0.9425717852684145,au,au,0.54,0.41
1412104731548274688,22735,282343,77,1282,33.2987,0.2191,0.973684,0.06774847870182556,0.026569405456858954,0.00846630369972698,0.9600960096009601,0.7861,0.9313358302122348,us,urban,0.62,0.5
330343731,88472,1327575,61,684,22.4262,0.1869,0.95,0.04705882352941176,0.06487426301321962,0.010747457735613669,0.954995499549955,0.6566000000000001,0.933832709113608,us,rural,0.6,0.48
1166883845829844993,32012,266421,17,96,11.2941,0.3529,0.875,0.04219066937119675,0.374330034093227,0.00014922438165631614,0.8808880888088809,0.5732999999999999,0.8164794007490637,us,rural,0.59,0.49
585785114,98092,1624354,78,793,20.3333,0.132,0.961039,0.028803245436105473,0.0452808563130749,0.007697430302794697,0.9420942094209421,0.6698999999999999,0.9575530586766542,us,rural,0.6,0.47
2927094326,8045,158386,8,17,4.25,0.3036,0.571429,0.024205544286680186,0.0,0.0,0.981998199819982,0.9524,0.9113607990012484,us,urban,0.57,0.47
1020122912253022209,37576,567859,26,70,5.3846,0.1077,0.76,0.01284651791751183,0.046623216419142716,0.0,0.9483948394839484,0.8625,0.8214731585518102,au,au,0.58,0.44
2920179570,183914,3872323,117,665,11.3675,0.049,0.956897,0.015686274509803918,0.038417530329373596,0.0005808093097023242,0.9753975397539754,0.8064,0.8963795255930087,au,au,0.61,0.47
213600024,270633,3947632,169,695,8.2249,0.0245,0.827381,0.007302231237322515,0.07352286965897059,0.0011017079328647288,0.9501950195019502,0.45930000000000004,0.3058676654182273,au,au,0.44,0.33
3313830716,448770,7337045,274,1498,10.9343,0.02,0.915751,0.006626098715348207,0.05263566870319466,0.0008587276749401742,0.9870987098709871,0.8868,0.9026217228464419,au,au,0.63,0.47
741932980814401536,7876,113471,9,11,2.4444,0.1528,0.0,0.013657876943880999,0.030110827270696337,0.0,0.8748874887488749,0.625,0.8314606741573034,uk,urban,0.4,0.32
1451603609771200521,122272,1640231,72,384,10.6667,0.0751,0.774648,0.013657876943880999,0.09793789399046167,0.0,0.9552955295529553,0.77,0.6916354556803995,uk,urban,0.55,0.42
1125410179,85993,1034019,52,162,6.2308,0.0611,0.823529,0.00581473968897904,0.09812632949015569,0.0006266530892614113,0.9693969396939695,0.595,0.8539325842696629,us,urban,0.56,0.43
2437460904,53498,709097,46,309,13.4348,0.1493,0.777778,0.035429344151453684,0.15698425495128843,0.000634526796594041,0.9492949294929492,0.5977,0.850187265917603,uk,urban,0.56,0.44
16055543,106361,1636032,76,242,6.3684,0.0425,0.733333,0.007167004732927654,0.03548998086505493,0.0012655750597993381,0.9798979897989799,0.6689,0.8576779026217228,au,au,0.55,0.42
1419279779430338562,85845,746177,58,576,19.8621,0.1742,0.982456,0.03380662609871535,0.059539790001262714,0.026996498068773495,0.927992799279928,0.8233,0.8776529338327091,uk,urban,0.62,0.49
1465718572244774918,34445,216014,28,59,4.2143,0.078,0.62963,0.013522650439486139,0.015725622371373343,4.623158902472418e-05,0.9201920192019202,0.37960000000000005,0.8639200998751561,us,urban,0.47,0.36
1553909005923147776,69624,1116763,87,337,7.7471,0.045,0.767442,0.015956727518593644,0.03926840402902295,0.0054254191688554495,0.9792979297929792,0.7708,0.8339575530586767,au,au,0.57,0.43
378541599,422645,5132204,382,2416,12.6492,0.0166,0.8398950000000001,0.008384043272481406,0.04407448058822958,0.000965034475732664,0.9891989198919892,0.6385000000000001,0.6117353308364545,au,au,0.52,0.39
1015640392803475456,32059,267819,85,1864,43.8588,0.2611,0.952381,0.07369844489519946,0.03147844161899119,0.0013874765018312303,0.9720972097209721,0.7878000000000001,0.9962546816479401,us,rural,0.64,0.51
846566115182592000,32739,424305,35,67,3.8286,0.0563,0.529412,0.01068289384719405,0.0058279020523928395,0.0,0.960996099609961,0.7291000000000001,0.7640449438202247,us,urban,0.5,0.38
1406063858452635651,71461,791166,49,308,12.5714,0.131,0.875,0.04110885733603786,0.08950103445261429,0.002076613922268152,0.9411941194119412,0.5328999999999999,0.7890137328339576,us,urban,0.54,0.43
1495491450058022918,80215,650575,53,222,8.3774,0.0806,0.923077,0.016903313049357674,0.048365759132808175,0.004596259027719598,0.8895889588958896,0.577,0.6017478152309613,us,urban,0.51,0.39
73598493,415908,7118856,219,1746,15.9452,0.0366,0.866972,0.014198782961460446,0.037902732314745564,0.0010793795090856294,0.9927992799279928,0.7374,0.9413233458177278,au,au,0.6,0.45
390073397,35715,559803,26,57,4.3846,0.0877,0.72,0.011494252873563218,0.01130224471360718,0.000509240835589317,0.9852985298529853,0.8892,0.8813982521847691,us,urban,0.58,0.45
1566264895854612481,323256,5247193,182,1675,18.4066,0.0508,0.955801,0.00973630831643002,0.033395821394228434,0.021074095193803256,0.957995799579958,0.8501,0.8664169787765293,au,au,0.61,0.47
1086798883232145408,170875,2073942,105,258,4.9143,0.0236,0.625,0.004056795131845842,0.07341602478801006,0.00020268332890427501,0.9738973897389739,0.5013000000000001,0.6828963795255931,us,urban,0.48,0.36
836336617560363008,30230,431487,55,869,31.6,0.2926,0.888889,0.06004056795131846,0.031484269521043586,0.0019395174002644839,0.9627962796279628,0.7132000000000001,0.951310861423221,uk,rural,0.6,0.49
1460935935571505152,79556,700089,78,158,4.0513,0.0263,0.493506,0.0070317782285327915,0.03562790788029489,3.174161717228775e-05,0.981998199819982,0.5389999999999999,0.9737827715355806,us,rural,0.51,0.38
1563072276505202694,58828,922567,27,51,3.7778,0.0726,0.6923079999999999,0.009060175794455713,0.08849863529960274,0.0011022837711621896,0.9921992199219922,0.9638,0.9225967540574282,au,au,0.61,0.47
1387447409270214659,31751,448717,24,71,5.9167,0.1286,0.7391300000000001,0.011899932386747802,0.05716977649995628,0.0006634127258830019,0.9600960096009601,0.7405999999999999,0.8951310861423221,us,rural,0.57,0.44
990013947276242944,92901,1146927,74,125,3.3784,0.0231,0.424658,0.0025693035835023664,0.04132953872155255,0.00010461454130607388,0.993099309930993,0.9186,0.9263420724094882,au,au,0.55,0.42
258259470,190097,3792072,182,2755,30.2747,0.0836,0.955801,0.03394185260311021,0.032727555292220725,0.011093419034367826,0.9876987698769877,0.7307,0.8801498127340824,au,au,0.6,0.46
286748008,165829,2411359,93,316,6.7957,0.0369,0.836957,0.0070317782285327915,0.0604431148193836,0.0033212825263290603,0.9897989798979898,0.8132,0.9026217228464419,us,rural,0.6,0.46
1374547982314471429,34401,410001,21,67,6.381,0.1595,0.75,0.01068289384719405,0.24572183423503927,0.00017897994429246294,0.948094809480948,0.8086,0.9488139825218477,us,rural,0.62,0.48
1076578618262896641,48445,649262,22,45,4.0909,0.0974,0.857143,0.011088573360378634,0.11767894087593367,0.0001417149801853454,0.972997299729973,0.8643000000000001,0.7615480649188515,uk,rural,0.6,0.46
1521095726037614592,17672,316411,19,35,3.6842,0.1023,0.44444400000000006,0.009060175794455713,0.016248190922071238,4.384597322095727e-05,0.9288928892889289,0.5637,0.8801498127340824,uk,rural,0.47,0.37
352579709,60276,898797,40,102,5.1,0.0654,0.717949,0.006896551724137931,0.0687206783677989,1.477201510017242e-05,0.9528952895289529,0.5061,0.8489388264669164,au,au,0.52,0.4
1631508109,65715,1048334,32,121,7.5625,0.122,0.870968,0.018661257606490872,0.03310054102357386,0.0003687832982167945,0.8613861386138614,0.5822,0.651685393258427,uk,rural,0.5,0.39
1246921925072424962,6342,44135,8,11,2.75,0.1964,0.571429,0.013116970926301555,0.007123638942041514,4.4069257458748264e-05,0.9462946294629463,0.8571,0.7727840199750312,uk,urban,0.53,0.42
