userids,tweets,tokens,nodes,edges,avg_degrees,densities,outliers,social_similarities,interactions,interactions_p,betweenness_mean,betweenness_range,closeness,country,type
32829310,76436,968994,51,123,4.8235,0.0482,52.0,0.0088,8.3091,0.2138,0.0157,0.6961,0.0108,uk,urban
1368812845895479296,57368,904216,30,93,6.2,0.1069,24.1379,0.0096,1.46,16.381,0.0037,0.032,0.005,uk,rural
381764148,50306,740013,44,362,16.4545,0.1913,27.907,0.0326,1.5032,85.0909,0.0184,0.5141,0.0022,uk,rural
3303350045,38401,519209,21,24,2.2857,0.0571,85.0,0.0027,1.3,1.8261,0.0025,0.05,0.0073,uk,urban
160387099,38109,510824,44,69,3.1364,0.0365,69.7674,0.0113,2.1556,2.4035,0.0073,0.299,0.007,uk,urban
1357812176506007559,60067,1160159,72,1217,33.8056,0.2381,0.0,0.0389,1.6528,36.816,0.0122,0.165,0.0044,uk,urban
704091634,76927,1008366,50,86,3.44,0.0351,53.0612,0.0028,2.2613,0.6078,0.0073,0.3025,0.0098,uk,rural
970413948511162368,153193,2054701,125,2387,38.192,0.154,8.0645,0.0397,2.0889,90.0564,0.0095,0.2028,0.0022,uk,rural
4727424495,121556,1801170,87,236,5.4253,0.0315,33.7209,0.0037,4.4618,4.3067,0.0121,0.3723,0.0219,uk,urban
1068933746718633984,258343,2720856,135,491,7.2741,0.0271,21.6418,0.0048,3.8903,2.4688,0.0092,0.5393,0.0297,uk,urban
846416485182570496,105827,1413804,68,783,23.0294,0.1719,7.4627,0.0286,1.651,49.7612,0.0087,0.194,0.0122,uk,rural
608547371,31613,330313,39,265,13.5897,0.1788,5.2632,0.0265,1.3592,0.7046,0.0275,0.4853,0.0145,uk,rural
942149847167197186,28901,524543,16,40,5.0,0.1667,33.3333,0.0151,3.06,0.0,0.0292,0.2405,0.003,uk,rural
1296548625221390355,21965,188732,14,16,2.2857,0.0879,69.2308,0.0065,,0.0,0.0,0.0,0.0,uk,urban
952138382003593217,126061,2293927,77,236,6.1299,0.0403,18.4211,0.0045,2.4667,17.8364,0.0111,0.3473,0.0192,uk,urban
2462629769,155528,1456519,140,676,9.6571,0.0347,18.705,0.0097,3.3463,6.6951,0.005,0.6477,0.0024,uk,urban
51982301,54656,1234863,37,155,8.3784,0.1164,25.0,0.0133,2.0385,2.975,0.0154,0.2865,0.0177,uk,rural
1483883511610331144,45841,888174,79,936,23.6962,0.1519,1.2821,0.021,1.3846,21.2294,0.0155,0.4457,0.0225,uk,urban
2938628213,26924,401575,26,51,3.9231,0.0785,68.0,0.0044,0.8667,7.6667,0.0273,0.7083,0.0032,uk,urban
1076578618262896641,48445,649262,22,45,4.0909,0.0974,14.2857,0.0082,6.0577,1.2059,0.009,0.1357,0.0191,uk,rural
1226210086277799937,14,49,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1211523817,18140,332951,19,45,4.7368,0.1316,44.4444,0.0105,4.4571,5.5,0.017,0.2985,0.0107,uk,rural
1483523442683097091,68736,927669,59,448,15.1864,0.1309,13.7931,0.0156,2.1431,5.8455,0.0143,0.4524,0.02,uk,rural
45169646,142993,1769460,90,139,3.0889,0.0174,58.427,0.0014,1.2244,0.0911,0.0004,0.0337,0.0029,uk,urban
79178216,25424,395688,15,21,2.8,0.1,57.1429,0.0154,1.1286,1.2571,0.0048,0.0714,0.0111,uk,rural
2797771585,39185,508059,17,34,4.0,0.125,56.25,0.0122,9.813,10.399,0.0145,0.2396,0.0158,uk,rural
3840161241,51823,659689,33,69,4.1818,0.0653,53.125,0.0071,1.3905,0.2641,0.0167,0.5086,0.0068,uk,rural
117197347,127446,1739115,86,233,5.4186,0.0319,22.3529,0.0028,2.3378,0.7909,0.0037,0.1882,0.0081,uk,rural
1430661119090302976,29,348,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,rural
1503787322386624513,100163,1535862,58,316,10.8966,0.0956,8.7719,0.0123,5.56,26.8962,0.0202,0.7457,0.0172,uk,rural
727422534409424896,249768,4656123,125,1117,17.872,0.0721,14.5161,0.0108,2.629,10.3715,0.0136,0.3244,0.0139,uk,rural
920564204146515969,96481,1420577,72,147,4.0833,0.0288,47.8873,0.0034,2.3867,1.2053,0.0018,0.1119,0.0039,uk,rural
257119812,90087,1587449,71,147,4.1408,0.0296,51.4286,0.004,0.9235,0.903,0.0046,0.2909,0.0055,uk,urban
23859313,78270,1246168,51,506,19.8431,0.1984,10.0,0.0155,4.1907,5.1735,0.017,0.5003,0.0119,uk,urban
1457026958752108551,4659,50577,4,4,2.0,0.3333,100.0,0.0097,0.3,0.0,0.0833,0.3333,0.0111,uk,rural
167843669,58239,722747,27,44,3.2593,0.0627,50.0,0.0049,1.4111,7.4667,0.0038,0.0492,0.0032,uk,urban
1484487951916670986,174741,1826648,88,479,10.8864,0.0626,12.6437,0.0151,2.4273,72.8511,0.0159,0.6214,0.0256,uk,urban
3212486177,65100,765359,59,257,8.7119,0.0751,10.3448,0.0095,1.8259,2.7923,0.029,0.5085,0.0354,uk,urban
1392797458200203268,22117,289982,11,62,11.2727,0.5636,0.0,0.0515,2.6171,0.4114,0.0727,0.1889,0.0529,uk,rural
4181497335,49579,837943,44,177,8.0455,0.0936,32.5581,0.0172,1.3556,5.2564,0.0265,0.5342,0.0123,uk,urban
76666169,175505,3008094,107,472,8.8224,0.0416,23.5849,0.005,2.1693,91.9714,0.011,0.3996,0.0115,uk,urban
1484846028134260742,2628,33809,8,17,4.25,0.3036,57.1429,0.0103,0.7286,2.9231,0.119,0.7143,0.0145,uk,urban
102952156,3250,70590,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,rural
329864887,40325,486502,35,115,6.5714,0.0966,20.5882,0.0075,2.6245,0.1818,0.0285,0.8736,0.0086,uk,urban
19999707,66663,866101,43,103,4.7907,0.057,35.7143,0.0063,5.761,1.0903,0.0125,0.5293,0.0038,uk,urban
168824958,49762,677626,58,664,22.8966,0.2008,3.5088,0.0254,2.5209,5.1325,0.0143,0.308,0.0002,uk,rural
351799779,81328,1597347,128,1365,21.3281,0.084,8.6614,0.0124,1.262,12.0212,0.0096,0.4503,0.0278,uk,urban
80457450,99033,593409,54,186,6.8889,0.065,32.0755,0.0038,2.3951,0.6511,0.0203,0.6914,0.0328,uk,urban
248225598,109938,1999380,109,890,16.3303,0.0756,15.7407,0.023,1.9107,10.668,0.0103,0.4175,0.0176,uk,urban
1481230382423060482,78301,1187153,53,203,7.6604,0.0737,13.4615,0.0127,0.9719,102.6667,0.008,0.2223,0.0123,uk,urban
1482039352863735808,151591,1933960,111,1344,24.2162,0.1101,9.0909,0.0314,2.0142,101.2258,0.0072,0.0576,0.0124,uk,urban
248108763,72830,1277789,50,125,5.0,0.051,34.6939,0.007,3.7897,2.4213,0.0026,0.0685,0.006,uk,urban
2283939017,178959,1707209,96,287,5.9792,0.0315,28.4211,0.0029,4.95,11.9243,0.0076,0.2755,0.0195,uk,urban
1177689046694449153,23779,448381,34,319,18.7647,0.2843,12.1212,0.0313,1.6737,28.7792,0.019,0.1935,0.0089,uk,urban
1328177851,27863,400199,53,445,16.7925,0.1615,9.6154,0.021,1.047,7.4268,0.016,0.4495,0.0087,uk,rural
329580632,14394,235251,10,13,2.6,0.1444,55.5556,0.0055,,0.0,0.0111,0.1111,0.015,uk,urban
28425284,172859,1868968,106,451,8.5094,0.0405,24.7619,0.0056,6.0594,2.6919,0.0078,0.6763,0.0092,uk,rural
837427335741734912,17009,249726,11,35,6.3636,0.3182,40.0,0.0215,1.7826,7.7234,0.0162,0.1,0.0237,uk,rural
1226207234910228481,19263,231189,29,45,3.1034,0.0554,82.1429,0.0026,0.3,0.2,0.0158,0.4583,0.0043,uk,rural
1317834290688909312,75640,1434059,59,553,18.7458,0.1616,0.0,0.0369,1.9559,27.1161,0.0259,0.2155,0.01,uk,rural
148455722,32698,405140,22,49,4.4545,0.1061,42.8571,0.0092,2.9562,4.2556,0.031,0.4155,0.0243,uk,urban
935256917332709376,134,1881,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
226549170,230601,3987226,149,1136,15.2483,0.0515,15.5405,0.0071,5.4498,4.9727,0.0118,0.5624,0.0308,uk,rural
1327976677734014979,179182,2144947,136,1015,14.9265,0.0553,16.2963,0.0103,2.4185,32.212,0.0058,0.3536,0.0241,uk,rural
1183431240365547520,139041,2566729,81,267,6.5926,0.0412,23.75,0.0084,2.0438,3.4405,0.0063,0.095,0.0058,uk,rural
344161779,59354,736805,28,51,3.6429,0.0675,51.8519,0.0052,2.91,3.8099,0.0074,0.198,0.0067,uk,urban
65644201,121496,1756555,127,1562,24.5984,0.0976,3.9683,0.0143,1.7975,8.9108,0.0077,0.4162,0.0093,uk,rural
1539251587,35421,535186,24,107,8.9167,0.1938,8.6957,0.0093,4.1862,1.017,0.045,0.4206,0.0347,uk,rural
62806030,172942,2097604,79,768,19.443,0.1246,3.8462,0.0169,4.4611,5.4622,0.0088,0.4657,0.0019,uk,rural
1488640672123043843,15760,334096,6,11,3.6667,0.3667,0.0,0.052,5.96,0.0,0.0667,0.2,0.0191,uk,urban
1020588980,75051,705442,70,815,23.2857,0.1687,5.7971,0.0281,3.0887,3.3694,0.0103,0.4467,0.0003,uk,urban
477175888,109274,1507428,66,898,27.2121,0.2093,13.8462,0.031,4.8985,4.0851,0.0123,0.3349,0.0154,uk,urban
1442548085519904772,60706,1108502,69,904,26.2029,0.1927,2.9412,0.0245,1.855,184.5,0.0125,0.1871,0.0094,uk,rural
1426339118896852995,10593,81719,42,255,12.1429,0.1481,12.1951,0.0183,1.3947,57.8889,0.0246,0.4127,0.005,uk,urban
1488562518272454657,148377,2513652,178,3153,35.427,0.1001,1.6949,0.0304,1.2107,98.8833,0.0077,0.343,0.0203,uk,urban
404322109,1792,16046,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1484757212287406087,57684,593712,126,178,2.8254,0.0113,67.2,0.0051,0.81,0.5882,0.0012,0.1176,0.004,uk,urban
1094341283185868800,50642,766095,31,110,7.0968,0.1183,16.6667,0.0258,2.4895,38.4167,0.0394,0.4797,0.0262,uk,rural
1358462097785520130,106846,1977546,80,518,12.95,0.082,16.4557,0.011,1.5846,4.3952,0.0089,0.2591,0.0032,uk,urban
1501882276392615939,94760,1990782,109,877,16.0917,0.0745,4.6296,0.0158,2.6781,609.6,0.0137,0.5202,0.0198,uk,rural
1260182073358405632,19245,328738,32,79,4.9375,0.0796,41.9355,0.0057,,0.0,0.0223,0.658,0.0057,uk,urban
588603749,112906,1696156,104,699,13.4423,0.0653,10.6796,0.0237,1.6754,6.9973,0.0224,0.2996,0.0154,uk,rural
24411487,172738,1878611,95,297,6.2526,0.0333,15.9574,0.0035,3.9311,1.7142,0.0043,0.3155,0.0053,uk,urban
470171337,105959,1520389,87,542,12.4598,0.0724,30.2326,0.0107,1.881,4.5324,0.0089,0.4375,0.0034,uk,rural
1174372166982414336,243,3307,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
838353600099274753,131390,1320734,116,1514,26.1034,0.1135,2.6087,0.0208,2.8781,21.9072,0.0096,0.6333,0.0206,uk,urban
435140593,31380,703206,25,64,5.12,0.1067,37.5,0.0114,1.4,8.8,0.0433,0.5069,0.0204,uk,rural
25095443,137884,2126896,84,399,9.5,0.0572,25.3012,0.0075,2.4798,15.9121,0.0096,0.2571,0.0017,uk,rural
1507652490589872130,48916,807432,45,380,16.8889,0.1919,2.2727,0.0194,2.4299,20.2342,0.024,0.2514,0.0249,uk,rural
27832897,10923,147990,21,42,4.0,0.1,55.0,0.0051,0.525,0.75,0.0254,0.4803,0.0133,uk,urban
3048306245,350,3876,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2242745620,40556,700587,30,73,4.8667,0.0839,41.3793,0.0061,1.145,4.4524,0.0098,0.216,0.0122,uk,rural
1115725838090100736,142662,2348916,88,694,15.7727,0.0906,4.5977,0.0101,2.2108,50.4065,0.0111,0.3177,0.0134,uk,rural
21931075,54529,737625,40,93,4.65,0.0596,30.7692,0.004,3.0,0.4508,0.0073,0.259,0.0085,uk,urban
36521451,94374,1312823,70,264,7.5429,0.0547,23.1884,0.0128,2.7538,2.0938,0.0137,0.6659,0.0145,uk,rural
1212494887255326720,38152,656965,28,84,6.0,0.1111,29.6296,0.0153,1.0111,1.6377,0.0273,0.3877,0.0175,uk,urban
1484861271493206020,11286,173838,11,29,5.2727,0.2636,40.0,0.013,0.3,0.0,0.0717,0.7352,0.0016,uk,urban
977217463195721729,41661,635896,44,225,10.2273,0.1189,16.2791,0.0113,0.7429,0.6378,0.0163,0.5204,0.0041,uk,rural
556293154,82650,1211769,91,950,20.8791,0.116,8.8889,0.0266,0.9579,5.2222,0.0141,0.5818,0.014,uk,urban
2437460904,53498,709097,46,309,13.4348,0.1493,22.2222,0.0262,8.081,5.3994,0.0169,0.4023,0.012,uk,urban
862003284,44844,397221,31,160,10.3226,0.172,13.3333,0.0165,6.1953,0.5435,0.0263,0.6682,0.0001,uk,rural
3300750958,62466,882020,60,251,8.3667,0.0709,22.0339,0.013,1.7299,6.0327,0.0201,0.4263,0.0239,uk,rural
878926003,83408,1233506,101,870,17.2277,0.0861,8.0,0.0133,2.1836,15.6866,0.0114,0.495,0.0137,uk,rural
2499382948,709,12227,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2389880110,107470,1616925,61,128,4.1967,0.035,33.3333,0.0056,1.6203,0.6511,0.0031,0.1393,0.0083,uk,urban
28154817,42125,551531,26,43,3.3077,0.0662,64.0,0.0039,5.35,0.4658,0.0089,0.225,0.0065,uk,urban
619219510,20228,427669,12,30,5.0,0.2273,27.2727,0.0237,3.8957,0.3196,0.0129,0.1227,0.014,uk,rural
1465477528768950277,56,848,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2902025502,894,15968,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
111357013,6905,100853,11,16,2.9091,0.1455,60.0,0.0036,1.2,0.0,0.0505,0.3556,0.0279,uk,rural
408767756,71386,930286,59,117,3.9661,0.0342,58.6207,0.0026,1.8,0.0,0.0044,0.2238,0.0063,uk,urban
404098144,71137,1052012,53,376,14.1887,0.1364,11.5385,0.0167,3.2048,5.9381,0.0226,0.3854,0.0047,uk,urban
1474714545826451461,544906,4086776,255,2183,17.1216,0.0337,12.5984,0.0117,4.5607,173.8044,0.0068,0.1587,0.0072,uk,urban
154949873,31449,447864,34,89,5.2353,0.0793,21.2121,0.0061,1.2267,2.8333,0.0212,0.3673,0.022,uk,urban
846228132,168655,3128122,128,546,8.5312,0.0336,19.685,0.0043,2.1034,9.5172,0.0106,0.4171,0.0307,uk,rural
1367368384191602688,57683,832426,33,86,5.2121,0.0814,34.375,0.0099,7.8333,0.3483,0.0102,0.2608,0.0046,uk,urban
1305998961539534848,7916,102489,7,27,7.7143,0.6429,0.0,0.0402,0.6222,4.6,0.0714,0.2444,0.0,uk,urban
993221353,7459,88493,5,6,2.4,0.3,50.0,0.026,15.0667,29.1333,0.0,0.0,0.0,uk,urban
19077290,104016,1579858,74,173,4.6757,0.032,30.137,0.0038,2.4644,1.6293,0.0034,0.2096,0.0046,uk,urban
829684826206793729,92599,1694524,154,4039,52.4545,0.1714,0.6536,0.0285,1.4844,85.5903,0.0067,0.3901,0.0147,uk,urban
1440804493944188928,78933,987703,124,175,2.8226,0.0115,82.9268,0.0193,0.3,1.0,0.0005,0.0569,0.0019,uk,urban
899906618636349440,84513,1458391,53,93,3.5094,0.0337,55.7692,0.0034,2.0829,0.5062,0.0023,0.0743,0.0051,uk,rural
2864400375,42773,748284,32,72,4.5,0.0726,22.5806,0.0081,3.7643,8.0085,0.0096,0.2681,0.0111,uk,urban
996806849562324994,81565,1299166,139,1554,22.3597,0.081,7.2464,0.0112,2.5448,234.0952,0.0111,0.5749,0.017,uk,rural
400177670,66629,884554,42,229,10.9048,0.133,19.5122,0.0132,4.7622,1.8817,0.0183,0.4506,0.0031,uk,rural
277627270,82782,1086884,71,723,20.3662,0.1455,2.8571,0.0179,3.2591,4.4104,0.0126,0.6466,0.0143,uk,urban
2468303363,157917,2010811,106,1223,23.0755,0.1099,5.7143,0.0158,3.166,6.6372,0.0086,0.3682,0.015,uk,rural
1280900353,126537,1970802,61,260,8.5246,0.071,28.3333,0.0076,5.0987,1.95,0.0087,0.3064,0.0045,uk,urban
890498261135630338,58431,999015,91,922,20.2637,0.1126,5.5556,0.0209,1.4904,20.425,0.0118,0.3241,0.0093,uk,urban
314110794,46456,700212,24,60,5.0,0.1087,13.0435,0.0125,1.75,1.0588,0.0198,0.3804,0.0156,uk,rural
2533279665,3238,25383,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
752456800100909056,88919,1418148,56,377,13.4643,0.1224,23.6364,0.0118,2.7771,3.3076,0.0194,0.5626,0.0185,uk,rural
3339880863,26537,410091,40,224,11.2,0.1436,23.0769,0.0156,3.0862,21.9487,0.0242,0.4013,0.0016,uk,rural
573795356,96259,1398686,70,399,11.4,0.0826,7.2464,0.0137,6.3256,2.7128,0.014,0.7013,0.0104,uk,rural
3404218942,74587,1114413,80,546,13.65,0.0864,5.0633,0.0163,1.1561,10.7385,0.0158,0.4656,0.0167,uk,urban
1230088844067950592,47846,657931,37,63,3.4054,0.0473,41.6667,0.0081,3.4278,5.7065,0.0014,0.0278,0.0047,uk,urban
46504712,66606,967546,72,164,4.5556,0.0321,52.1127,0.0061,1.5212,40.8333,0.0045,0.2902,0.0031,uk,rural
825669973565698048,116737,1772861,60,352,11.7333,0.0994,5.0847,0.0137,3.7954,9.1794,0.0204,0.3817,0.0225,uk,rural
1338891006,81738,1382647,61,251,8.2295,0.0686,13.3333,0.0101,2.4759,1.0,0.0205,0.4817,0.0187,uk,urban
194572083,158832,2353742,106,439,8.283,0.0394,28.5714,0.0062,2.3459,5.2353,0.0069,0.4458,0.0144,uk,rural
1436396990829563915,18599,199475,21,30,2.8571,0.0714,45.0,0.0097,0.44,1.4444,0.0029,0.05,0.008,uk,urban
732941959153717248,1153,13036,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
386962178,110616,1747485,79,813,20.5823,0.1319,6.4103,0.0181,3.8915,19.4392,0.0136,0.347,0.0074,uk,rural
223987247,1017,14359,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
258978366,54860,816279,41,80,3.9024,0.0488,40.0,0.0036,1.2273,2.6486,0.0102,0.3641,0.0095,uk,urban
36099289,92158,1389471,56,410,14.6429,0.1331,5.4545,0.017,2.9294,1.4141,0.0167,0.5578,0.0069,uk,rural
2712406717,51995,681305,34,91,5.3529,0.0811,45.4545,0.0048,5.5228,2.269,0.0113,0.3475,0.0068,uk,urban
16202323,94660,924688,82,304,7.4146,0.0458,48.1481,0.0115,5.1348,261.4444,0.0093,0.6337,0.0076,uk,urban
2155637632,199102,2964350,126,507,8.0476,0.0322,19.2,0.0046,2.3339,9.8747,0.0196,0.5115,0.0487,uk,rural
337101252,23483,300376,22,116,10.5455,0.2511,23.8095,0.0137,6.6756,21.0726,0.0311,0.3914,0.0077,uk,rural
268513745,117179,2050429,102,594,11.6471,0.0577,16.8317,0.0084,3.6637,1.6218,0.0094,0.5224,0.014,uk,rural
310666265,123271,1499221,68,280,8.2353,0.0615,10.4478,0.0067,2.9801,2.5521,0.0207,0.502,0.0255,uk,urban
1884147883,35367,640993,33,138,8.3636,0.1307,15.625,0.0311,1.132,1.6952,0.0318,0.2504,0.016,uk,urban
198813081,49042,456694,50,193,7.72,0.0788,38.7755,0.0103,2.323,1.7461,0.0142,0.5988,0.005,uk,urban
1420339747130589189,51,405,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1082694094185484288,2685,45699,4,10,5.0,0.8333,0.0,0.0124,3.0,0.0,0.0833,0.1667,0.0,uk,urban
1399368103801364490,94954,1328038,79,280,7.0886,0.0454,26.9231,0.0066,1.887,0.3043,0.0172,0.7611,0.0436,uk,rural
1484884735570714626,116511,1815979,84,347,8.2619,0.0498,12.0482,0.01,10.2752,62.4337,0.0122,0.7352,0.0091,uk,rural
1079303636327514112,20300,318698,18,126,14.0,0.4118,11.7647,0.0667,2.592,14.6774,0.0321,0.2492,0.0065,uk,rural
70082094,86437,1355488,58,149,5.1379,0.0451,36.8421,0.0044,2.2943,1.0929,0.0134,0.5423,0.0181,uk,rural
828137173228597248,30461,421017,26,96,7.3846,0.1477,24.0,0.0105,5.25,15.1538,0.0267,0.4026,0.0136,uk,urban
41599331,34572,515410,33,95,5.7576,0.09,21.875,0.009,2.8227,8.4091,0.0223,0.2637,0.0281,uk,urban
847531996788248577,9424,89399,6,8,2.6667,0.2667,100.0,0.0162,1.7,0.0,0.1,0.6,0.0121,uk,urban
831040530,85435,1124097,56,139,4.9643,0.0451,36.3636,0.0072,1.7116,4.0068,0.0055,0.2298,0.0068,uk,rural
298549237,85827,940672,49,171,6.9796,0.0727,18.75,0.0124,2.5444,37.1667,0.0318,0.5667,0.0284,uk,rural
1070055507711401986,116817,1418626,89,732,16.4494,0.0935,6.8182,0.0164,2.7265,8.148,0.0097,0.5925,0.0087,uk,rural
51579922,61195,1129660,57,402,14.1053,0.1259,10.7143,0.0145,3.7662,1.9522,0.0127,0.2872,0.0006,uk,rural
1201936144583315456,94403,1353252,85,1669,39.2706,0.2338,8.3333,0.0562,1.4726,11.913,0.0089,0.2493,0.0,uk,rural
1139870722086637568,67394,1014524,87,684,15.7241,0.0914,11.6279,0.0261,1.8557,27.6491,0.0076,0.5699,0.0,uk,urban
1475211304591839232,178376,1717223,141,681,9.6596,0.0345,10.0,0.007,2.1457,16.5391,0.0091,0.4123,0.0308,uk,urban
70647989,64730,1243175,51,110,4.3137,0.0431,22.0,0.0067,1.003,1.2986,0.0045,0.2154,0.0055,uk,rural
1089174556877770752,719,15605,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1069731431725850625,94864,1268526,130,466,7.1692,0.0278,31.7829,0.0105,0.927,0.0,0.003,0.053,0.0024,uk,urban
151786594,100621,1344922,64,434,13.5625,0.1076,23.8095,0.0164,0.9975,18.95,0.012,0.227,0.0144,uk,rural
719533664309284864,78198,1283430,46,199,8.6522,0.0961,44.4444,0.0103,3.349,4.0337,0.0167,0.4031,0.0017,uk,urban
453457546,69430,1102413,54,145,5.3704,0.0507,54.717,0.0053,2.8288,4.1614,0.0102,0.3,0.0145,uk,urban
1401926665,8361,72548,5,7,2.8,0.35,50.0,0.0189,0.75,2.0,0.1167,0.3333,0.0056,uk,urban
1476852065750163466,197740,2314748,119,342,5.7479,0.0244,35.5932,0.0037,4.9634,2530.3333,0.0002,0.0169,0.0026,uk,rural
133432673,94667,1397592,62,318,10.2581,0.0841,14.7541,0.0108,2.0552,1.1342,0.0217,0.5633,0.0207,uk,rural
368976843,130358,2143088,124,1093,17.629,0.0717,13.8211,0.014,1.5211,15.9631,0.009,0.4586,0.012,uk,urban
1125475662,23555,350493,33,151,9.1515,0.143,18.75,0.0213,1.5028,15.3939,0.0359,0.735,0.0178,uk,urban
1508850142241345540,6563,106907,7,7,2.0,0.1667,100.0,0.0039,,0.0,0.0238,0.1667,0.0144,uk,rural
1378391323561099269,38734,372161,58,179,6.1724,0.0541,38.5965,0.0078,0.8522,7.1667,0.0052,0.0838,0.0041,uk,urban
1436122715350515713,52218,799900,31,84,5.4194,0.0903,16.6667,0.0143,1.6697,13.1282,0.0038,0.0521,0.0054,uk,rural
1234156521170313216,208117,3120576,122,1137,18.6393,0.077,12.3967,0.011,2.1947,34.4729,0.0065,0.219,0.0008,uk,rural
971766575639429120,43819,979306,42,191,9.0952,0.1109,2.439,0.0261,1.4375,45.0,0.043,0.4739,0.029,uk,rural
2567306327,91572,1212962,63,362,11.4921,0.0927,9.6774,0.0113,10.0582,2.8879,0.0219,0.298,0.0203,uk,rural
1432682575655489552,177177,3717032,138,2363,34.2464,0.125,5.1095,0.0303,2.0383,139.8667,0.0094,0.1931,0.0087,uk,urban
1193654311215124480,62658,1008681,55,997,36.2545,0.3357,1.8519,0.0694,1.0874,33.2642,0.0148,0.1447,0.0069,uk,rural
2269651804,32582,516829,14,20,2.8571,0.1099,61.5385,0.0091,4.675,2.2241,0.0,0.0,0.0,uk,urban
1391433588353216514,19791,318053,17,47,5.5294,0.1728,31.25,0.012,0.9214,3.1613,0.0417,0.5667,0.0145,uk,urban
355617416,15249,201063,13,41,6.3077,0.2628,25.0,0.0312,0.6625,0.0,0.0501,0.5316,0.0074,uk,urban
1473406257608507395,22452,409501,30,289,19.2667,0.3322,0.0,0.041,1.6533,33.6047,0.022,0.2171,0.0118,uk,urban
1461025662421118991,137057,2067801,108,630,11.6667,0.0545,20.5607,0.0083,1.5763,104.0833,0.0125,0.4886,0.0179,uk,rural
101367591,5921,97858,4,4,2.0,0.3333,100.0,0.0111,1.05,0.0,0.0833,0.3333,0.0111,uk,rural
1346169170535264262,160013,1935693,109,717,13.156,0.0609,5.5556,0.0158,3.1866,14.9053,0.0076,0.5201,0.0166,uk,urban
44746814,52320,848854,50,156,6.24,0.0637,18.3673,0.0087,5.0175,1.5812,0.0187,0.4257,0.0332,uk,urban
1469418521675272193,210727,2685506,216,1467,13.5833,0.0316,30.6977,0.0085,6.0755,300.0152,0.004,0.3235,0.0157,uk,urban
1390764169549565956,45873,856179,38,361,19.0,0.2568,2.7027,0.0343,2.7445,34.8901,0.0223,0.2515,0.002,uk,rural
1002701334783713281,348,4108,2,1,1.0,0.5,100.0,0.0,,0.0,0.0,0.0,0.0,uk,rural
311466681,97840,1510544,140,1939,27.7,0.0996,3.5971,0.0227,1.7535,7.2949,0.0085,0.4586,0.0116,uk,urban
1447205938604044299,29085,266585,12,33,5.5,0.25,45.4545,0.0355,4.9045,7.3643,0.0235,0.1818,0.0256,uk,urban
58809188,65,1345,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
472971170,319,5112,2,2,2.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2361387596,130961,1750330,81,267,6.5926,0.0412,15.0,0.0072,3.5975,1.2082,0.0207,0.4586,0.0283,uk,rural
1431734502192304135,70,1036,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
314163471,107741,1436940,97,345,7.1134,0.037,23.9583,0.0057,1.717,6.3707,0.0126,0.6316,0.0297,uk,urban
56351788,122728,1798877,79,241,6.1013,0.0391,21.7949,0.0053,1.8662,4.7945,0.0097,0.4368,0.0194,uk,rural
833375090393935874,31726,495760,27,82,6.0741,0.1168,26.9231,0.0306,0.8217,4.5588,0.0013,0.01,0.0015,uk,urban
1230918662330241024,15072,228079,9,13,2.8889,0.1806,25.0,0.0173,0.36,0.5,0.0,0.0,0.0,uk,urban
902945520456519680,18555,243692,14,17,2.4286,0.0934,61.5385,0.0026,0.3,0.0,0.0055,0.0769,0.011,uk,urban
1093072296493895681,209,4292,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1188371633582596096,88181,1506032,92,1352,29.3913,0.1615,7.6923,0.0307,2.5853,8.803,0.0101,0.4554,0.0029,uk,rural
984464960892866560,68526,1162767,49,362,14.7755,0.1539,4.1667,0.023,3.773,9.2046,0.0241,0.2852,0.0174,uk,rural
1245433078853636105,49338,829084,81,874,21.5802,0.1349,11.25,0.0285,1.7043,7.441,0.012,0.5336,0.0105,uk,rural
