networkID,tweets,tokens,nodes,edges,avg_degrees,DENS,OUT,SocSim,IS,RIS,ABC,RBC,ACC,country,type,nsi
1402077595273883650,94289,1226735,60,329,10.9667,0.0929,15.2542,0.0097,2.8222,15.7105,0.0229,0.5776,0.0147,us,urban,0.4
1428093807103520768,73555,1260170,54,202,7.4815,0.0706,22.6415,0.0094,2.9974,145.125,0.0375,0.5203,0.0288,us,urban,0.37
900497496904007682,117218,2086282,82,437,10.6585,0.0658,18.5185,0.0153,1.7476,4.2279,0.0097,0.4537,0.0214,us,urban,0.4
1480959829,42199,641557,40,74,3.7,0.0474,56.4103,0.004,1.3833,4.5333,0.0069,0.2715,0.005,us,rural,0.4
36744063,122222,1843487,107,1314,24.5607,0.1159,0.9434,0.0174,1.2453,24.7097,0.0109,0.4619,0.0145,us,rural,0.44
49263382,89514,1514977,56,382,13.6429,0.124,20.0,0.0178,2.43,242.0,0.0209,0.4115,0.0052,us,rural,0.44
1443291167458611200,45427,375288,29,61,4.2069,0.0751,50.0,0.0049,1.0867,9.1875,0.0071,0.0714,0.0075,us,urban,0.43
1456792012145917953,27107,253224,37,102,5.5135,0.0766,16.6667,0.0087,1.0192,2.8406,0.0118,0.3464,0.0102,us,urban,0.43
240868207,92831,1255997,80,729,18.225,0.1153,12.6582,0.0147,0.7243,0.0,0.0139,0.335,0.0032,us,urban,0.45
735603747145949184,110040,1892010,73,548,15.0137,0.1043,19.4444,0.0155,1.4816,12.4444,0.017,0.3752,0.012,us,rural,0.42
3401330493,19318,282030,27,46,3.4074,0.0655,42.3077,0.0083,0.3,0.0,0.0113,0.2992,0.0071,us,rural,0.4
1251242840098779138,181854,1530736,150,2204,29.3867,0.0986,4.0268,0.0147,2.6117,39.8702,0.0067,0.4338,0.0072,us,rural,0.45
960610837047033856,89192,940078,103,814,15.8058,0.0775,2.9412,0.0127,3.1421,8.2147,0.0068,0.5547,0.0036,us,rural,0.44
1459959759021346817,93692,1520117,159,1932,24.3019,0.0769,1.2658,0.0172,1.8512,199.3077,0.0114,0.2885,0.019,us,urban,0.45
585785114,98092,1624354,78,793,20.3333,0.132,3.8961,0.0213,2.3309,65.5,0.0193,0.3301,0.0034,us,rural,0.47
3508341918,35171,501101,37,221,11.9459,0.1659,25.0,0.0157,1.9333,7.7763,0.0255,0.3226,0.0064,us,rural,0.44
309249583,23083,326999,30,48,3.2,0.0552,58.6207,0.004,2.4333,1.0977,0.0133,0.327,0.011,us,urban,0.38
1470834294981644304,244673,2198311,128,863,13.4844,0.0531,15.748,0.0099,2.2717,29.1442,0.0119,0.3426,0.0126,us,urban,0.43
12857,101136,1390218,50,148,5.92,0.0604,40.8163,0.0084,4.1024,2.1354,0.0166,0.4505,0.0164,us,rural,0.38
1439627203554254854,61242,502206,57,268,9.4035,0.084,19.6429,0.01,1.6544,11.7164,0.012,0.5866,0.0044,us,urban,0.41
865941067442638848,77164,1115209,42,94,4.4762,0.0546,39.0244,0.0095,6.4761,0.444,0.0051,0.0951,0.0099,us,urban,0.45
768919631977390080,101533,1071377,72,276,7.6667,0.054,12.6761,0.0085,1.8188,7.4228,0.0052,0.3278,0.0029,us,urban,0.45
1118569424565559298,26867,232386,22,63,5.7273,0.1364,33.3333,0.0083,4.6281,17.9872,0.0285,0.5333,0.0103,us,urban,0.39
2891095410,24349,256552,80,315,7.875,0.0498,24.0506,0.0312,1.68,0.5628,0.0123,0.9492,0.0012,us,rural,0.36
71908462,26262,393114,19,64,6.7368,0.1871,27.7778,0.0125,0.4375,2.1818,0.0452,0.5589,0.0147,us,rural,0.38
435086752,10379,99125,5,4,1.6,0.2,100.0,0.0106,1.2,0.0,0.0,0.0,0.0,us,urban,0.4
1480845363049283588,50942,664507,22,97,8.8182,0.21,19.0476,0.0235,3.2729,522.6667,0.0194,0.1429,0.015,us,urban,0.47
965116945505730560,61693,815879,42,188,8.9524,0.1092,17.0732,0.0164,1.2793,19.6111,0.026,0.3804,0.0095,us,urban,0.43
1453931831099723780,15026,199251,7,21,6.0,0.5,0.0,0.0579,1.2333,3.625,0.1667,0.3667,0.0291,us,urban,0.42
1301687913323933699,3204,33032,1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,us,urban,0.38
785936330,125018,1512318,86,439,10.2093,0.0601,11.7647,0.009,4.5427,1.3868,0.0158,0.4978,0.0453,us,rural,0.37
1059478736503033856,76541,767304,80,160,4.0,0.0253,51.8987,0.0045,3.8966,8.187,0.0065,0.3553,0.0154,us,rural,0.38
1518668661531234304,163352,2443638,86,385,8.9535,0.0527,11.7647,0.0109,3.3632,27.3101,0.0273,0.4349,0.0136,us,rural,0.42
1488901790955454464,16182,261460,14,18,2.5714,0.0989,100.0,0.0017,0.0,0.0,0.0275,0.3846,0.0095,us,urban,0.31
1450927178816933896,94546,882290,66,213,6.4545,0.0497,21.5385,0.0088,3.8121,29.6829,0.0179,0.8558,0.0159,us,urban,0.35
976894705832157184,36599,516996,18,42,4.6667,0.1373,41.1765,0.0113,5.6433,0.7765,0.02,0.3315,0.0077,us,rural,0.42
134491406,40325,585670,29,44,3.0345,0.0542,64.2857,0.0039,0.9,0.0,0.0063,0.1786,0.008,us,urban,0.39
1465183563226259457,56173,532504,30,67,4.4667,0.077,34.4828,0.0083,1.3133,1.107,0.0211,0.3549,0.0206,us,urban,0.39
1367838115071545346,7693,90682,4,3,1.5,0.25,100.0,0.0008,0.3,0.0,0.0,0.0,0.0,us,urban,0.41
1495580224641286151,108527,1111946,81,262,6.4691,0.0404,20.0,0.0077,2.0036,0.0,0.0064,0.0707,0.0016,us,urban,0.47
986770957539991553,145412,2090613,82,479,11.6829,0.0721,6.1728,0.0135,8.418,717.7692,0.0235,0.4074,0.017,us,urban,0.45
1328835952740012034,85415,736299,86,1906,44.3256,0.2607,4.7059,0.0512,1.9819,25.3938,0.0098,0.3009,0.001,us,rural,0.5
55051295,105918,1024412,73,149,4.0822,0.0283,68.0556,0.005,2.995,2.0613,0.0077,0.4862,0.0069,us,urban,0.35
1488774328070152192,21958,326153,14,20,2.8571,0.1099,61.5385,0.0016,2.4333,1.7037,0.0169,0.2308,0.0137,us,urban,0.39
1471924915469234177,205313,3179375,150,2319,30.92,0.1038,4.698,0.0207,1.3588,190.1333,0.0089,0.1785,0.006,us,rural,0.48
3196814586,130321,1970414,118,1757,29.7797,0.1273,17.094,0.0285,2.2239,9.448,0.0108,0.3389,0.0021,us,rural,0.46
